trait_id	phenotype_label	category	weight_file	weight_path_expanse	raw_source_file	raw_match_method	currently_enabled	processing_status	catalog_status	ancestry	genome_build	publication	year	doi_or_source_url	notes
guan_2025_ext_subjective_well_being	Guan 2025 Ext Subjective Well Being	other	guan_2025_ext_subjective_well_being_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/guan_2025_ext_subjective_well_being_cojo.txt	guan_2025_ext_subjective_well_being.sumstats.gz	filename_prefix	yes	final_weight_available	provisional		not_encoded_rsid_only	Guan et al. Family-based genome-wide association study designs for increased power and robustness	2025	10.1038/s41588-025-02118-0	Matched to a verified study family; remaining fields require verification
guan_2025_robust_bmi	Guan 2025 Robust BMI	growth_obesity_development	guan_2025_robust_bmi_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/guan_2025_robust_bmi_cojo.txt	guan_2025_robust_bmi.gz	exact_filename_stem	yes	final_weight_available	provisional		not_encoded_rsid_only	Guan et al. Family-based genome-wide association study designs for increased power and robustness	2025	10.1038/s41588-025-02118-0	Matched to a verified study family; remaining fields require verification
guan_2025_robust_ea	Guan 2025 Robust Ea	other	guan_2025_robust_ea_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/guan_2025_robust_ea_cojo.txt	guan_2025_robust_ea.gz	exact_filename_stem	yes	final_weight_available	provisional		not_encoded_rsid_only	Guan et al. Family-based genome-wide association study designs for increased power and robustness	2025	10.1038/s41588-025-02118-0	Matched to a verified study family; remaining fields require verification
guan_2025_robust_height	Guan 2025 Robust Height	growth_obesity_development	guan_2025_robust_height_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/guan_2025_robust_height_cojo.txt	guan_2025_robust_height.gz	exact_filename_stem	yes	final_weight_available	provisional		not_encoded_rsid_only	Guan et al. Family-based genome-wide association study designs for increased power and robustness	2025	10.1038/s41588-025-02118-0	Matched to a verified study family; remaining fields require verification
haircolor_black_2025	Hair Color (Black)	other	haircolor_black_2025.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/haircolor_black_2025.txt	haircolor_black_2025.ma	exact_filename_stem	yes	final_weight_available	provisional	EUR	not_encoded_rsid_only	Pan-UKB 2025	2025	10.1101/2024.03.13.24303864	Imported from sumstats/sources.yaml; verify before release
haircolor_darkbrown_2025	Hair Color (Dark Brown)	other	haircolor_darkbrown_2025.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/haircolor_darkbrown_2025.txt	haircolor_darkbrown_2025.ma	exact_filename_stem	yes	final_weight_available	provisional	EUR	not_encoded_rsid_only	Pan-UKB 2025	2025	10.1101/2024.03.13.24303864	Imported from sumstats/sources.yaml; verify before release
headcircum_birth_2022	Headcircum Birth 2022	growth_obesity_development	headcircum_birth_2022_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/headcircum_birth_2022_cojo.txt	headcircum_birth_2022.txt.gz	exact_filename_stem	yes	final_weight_available	provisional		not_encoded_rsid_only	Haworth et al. Genetics of early-life head circumference and shared genetic factors with adult brain traits	2022	10.1186/s12920-022-01281-1	Matched to a verified study family; remaining fields require verification
headcircum_infant_6_30_mos_2022	Headcircum Infant 6 30 Mos 2022	growth_obesity_development	headcircum_infant_6_30_mos_2022_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/headcircum_infant_6_30_mos_2022_cojo.txt	headcircum_infant_6_30_mos_2022.txt.gz	exact_filename_stem	yes	final_weight_available	provisional		not_encoded_rsid_only	Haworth et al. Genetics of early-life head circumference and shared genetic factors with adult brain traits	2022	10.1186/s12920-022-01281-1	Matched to a verified study family; remaining fields require verification
height_2022	Height	growth_obesity_development	height_2022.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/height_2022.txt	height_2022.ma	exact_filename_stem	yes	final_weight_available	provisional	EUR	not_encoded_rsid_only	Yengo et al. 2022	2022	10.1038/s41586-022-05275-y	Imported from sumstats/sources.yaml; verify before release
iq_2018	Intelligence	education_cognition	iq_2018.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/iq_2018.txt	iq_2018.ma	exact_filename_stem	yes	final_weight_available	provisional	EUR	not_encoded_rsid_only	Savage et al. 2018	2018	10.1038/s41588-018-0152-6	Imported from sumstats/sources.yaml; verify before release
maternal_gestation_duration_all_2023	Maternal Gestation Duration All 2023	growth_obesity_development	maternal_gestation_duration_all_2023_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/maternal_gestation_duration_all_2023_cojo.txt	maternal_gestation_duration_all_2023.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	multi-ancestry	not_encoded_rsid_only	Sole-Navais et al. Genetic effects on the timing of parturition and links to fetal birth weight	2023	10.1038/s41588-023-01343-9	Matched to a verified study family; remaining fields require verification
maternal_gestation_duration_postterm_delivery_2023	Maternal Gestation Duration Postterm Delivery 2023	growth_obesity_development	maternal_gestation_duration_postterm_delivery_2023_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/maternal_gestation_duration_postterm_delivery_2023_cojo.txt	maternal_gestation_duration_postterm_delivery_2023.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	multi-ancestry	not_encoded_rsid_only	Sole-Navais et al. Genetic effects on the timing of parturition and links to fetal birth weight	2023	10.1038/s41588-023-01343-9	Matched to a verified study family; remaining fields require verification
maternal_gestation_duration_preterm_delivery_2023	Maternal Gestation Duration Preterm Delivery 2023	growth_obesity_development	maternal_gestation_duration_preterm_delivery_2023_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/maternal_gestation_duration_preterm_delivery_2023_cojo.txt	maternal_gestation_duration_preterm_delivery_2023.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	multi-ancestry	not_encoded_rsid_only	Sole-Navais et al. Genetic effects on the timing of parturition and links to fetal birth weight	2023	10.1038/s41588-023-01343-9	Matched to a verified study family; remaining fields require verification
mdd_2025	MDD	psychiatric_neurologic	mdd_2025.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/mdd_2025.txt	mdd_2025.ma	exact_filename_stem	yes	final_weight_available	provisional	EUR	not_encoded_rsid_only	Levey et al. 2025	2025	10.1016/j.cell.2024.12.002	Imported from sumstats/sources.yaml; verify before release
meta_carb_charge_ukbb1_noindels	Meta Carb Charge Ukbb1 Noindels	diet	meta_carb_CHARGE_UKBB1_noindels_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/meta_carb_CHARGE_UKBB1_noindels_cojo.txt	meta_carb_CHARGE_UKBB1_noindels.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	European	not_encoded_rsid_only	Merino et al. Genetic analysis of dietary intake identifies new loci and functional links with metabolic traits	2022	10.1038/s41562-021-01182-w	Matched to a verified study family; remaining fields require verification
meta_carb_charge_ukbb_bmi1_noindels	Meta Carb Charge Ukbb BMI1 Noindels	growth_obesity_development	meta_carb_CHARGE_UKBB_BMI1_noindels_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/meta_carb_CHARGE_UKBB_BMI1_noindels_cojo.txt	meta_carb_CHARGE_UKBB_BMI1_noindels.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	European	not_encoded_rsid_only	Merino et al. Genetic analysis of dietary intake identifies new loci and functional links with metabolic traits	2022	10.1038/s41562-021-01182-w	Matched to a verified study family; remaining fields require verification
meta_fat_charge_ukbb1_noindels	Meta Fat Charge Ukbb1 Noindels	diet	meta_fat_CHARGE_UKBB1_noindels_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/meta_fat_CHARGE_UKBB1_noindels_cojo.txt	meta_fat_CHARGE_UKBB1_noindels.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	European	not_encoded_rsid_only	Merino et al. Genetic analysis of dietary intake identifies new loci and functional links with metabolic traits	2022	10.1038/s41562-021-01182-w	Matched to a verified study family; remaining fields require verification
meta_fat_charge_ukbb_bmi1_noindels	Meta Fat Charge Ukbb BMI1 Noindels	growth_obesity_development	meta_fat_CHARGE_UKBB_BMI1_noindels_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/meta_fat_CHARGE_UKBB_BMI1_noindels_cojo.txt	meta_fat_CHARGE_UKBB_BMI1_noindels.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	European	not_encoded_rsid_only	Merino et al. Genetic analysis of dietary intake identifies new loci and functional links with metabolic traits	2022	10.1038/s41562-021-01182-w	Matched to a verified study family; remaining fields require verification
meta_pro_charge_ukbb1_noindels	Meta Pro Charge Ukbb1 Noindels	other	meta_pro_CHARGE_UKBB1_noindels_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/meta_pro_CHARGE_UKBB1_noindels_cojo.txt	meta_pro_CHARGE_UKBB1_noindels.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	European	not_encoded_rsid_only	Merino et al. Genetic analysis of dietary intake identifies new loci and functional links with metabolic traits	2022	10.1038/s41562-021-01182-w	Matched to a verified study family; remaining fields require verification
meta_pro_charge_ukbb_bmi1_noindels	Meta Pro Charge Ukbb BMI1 Noindels	growth_obesity_development	meta_pro_CHARGE_UKBB_BMI1_noindels_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/meta_pro_CHARGE_UKBB_BMI1_noindels_cojo.txt	meta_pro_CHARGE_UKBB_BMI1_noindels.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	European	not_encoded_rsid_only	Merino et al. Genetic analysis of dietary intake identifies new loci and functional links with metabolic traits	2022	10.1038/s41562-021-01182-w	Matched to a verified study family; remaining fields require verification
napping_2021_saxena	Napping 2021 Saxena	sleep_circadian	napping_2021_Saxena_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/napping_2021_Saxena_cojo.txt	napping_2021_Saxena.txt	exact_filename_stem	yes	final_weight_available	provisional	European	not_encoded_rsid_only	Dashti et al. Genetic determinants of daytime napping and effects on cardiometabolic health	2021	10.1038/s41467-020-20585-3	Matched to a verified study family; remaining fields require verification
no2_2018	NO2 Air Pollution	environment	no2_2018.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/no2_2018.txt	no2_2018.ma	exact_filename_stem	yes	final_weight_available	provisional	EUR	not_encoded_rsid_only	UKB GWAS	2018		Imported from sumstats/sources.yaml; verify before release
pgcan2_2019_07_anorexia_vcf	Pgcan2 2019 07 Anorexia Vcf	psychiatric_neurologic	pgcAN2.2019-07_anorexia.vcf_cojo_freq.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/pgcAN2.2019-07_anorexia.vcf_cojo_freq.txt	pgcAN2.2019-07_anorexia.vcf.tsv.gz	exact_filename_stem	yes	final_weight_available	provisional	European	not_encoded_rsid_only	Watson et al. Genome-wide association study identifies eight risk loci and implicates metabo-psychiatric origins for anorexia nervosa	2019	10.1038/s41588-019-0439-2	Matched to a verified study family; remaining fields require verification
pm25_2018	PM2.5 Air Pollution	environment	pm25_2018.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/pm25_2018.txt	pm25_2018.ma	exact_filename_stem	yes	final_weight_available	provisional	EUR	not_encoded_rsid_only	UKB GWAS	2018		Imported from sumstats/sources.yaml; verify before release
pubertal_growth_late_14y_adult_2024	Pubertal Growth Late 14Y Adult 2024	growth_obesity_development	pubertal_growth_late_14y_adult_2024_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/pubertal_growth_late_14y_adult_2024_cojo.txt	pubertal_growth_late_14y_adult_2024.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	trans-ancestry	not_encoded_rsid_only	Bradfield et al. Trans-ancestral genome-wide association study of longitudinal pubertal height growth and shared heritability with adult health outcomes	2024	10.1186/s13059-023-03136-z	Matched to a verified study family; remaining fields require verification
pubertal_growth_total_8y_adult_2024	Pubertal Growth Total 8Y Adult 2024	growth_obesity_development	pubertal_growth_total_8y_adult_2024_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/pubertal_growth_total_8y_adult_2024_cojo.txt	pubertal_growth_total_8y_adult_2024.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	trans-ancestry	not_encoded_rsid_only	Bradfield et al. Trans-ancestral genome-wide association study of longitudinal pubertal height growth and shared heritability with adult health outcomes	2024	10.1186/s13059-023-03136-z	Matched to a verified study family; remaining fields require verification
scz_2022	Schizophrenia	psychiatric_neurologic	scz_2022.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/scz_2022.txt	scz_2022.ma	exact_filename_stem	yes	final_weight_available	provisional	EUR	not_encoded_rsid_only	Trubetskoy et al. 2022	2022	10.1038/s41586-022-04434-5	Imported from sumstats/sources.yaml; verify before release
sitar_longitudinal_a_growth_curve_shift_size_2024	Sitar Longitudinal A Growth Curve Shift Size 2024	growth_obesity_development	sitar_longitudinal_A_growth_curve_shift_size_2024_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/sitar_longitudinal_A_growth_curve_shift_size_2024_cojo.txt	sitar_longitudinal_A_growth_curve_shift_size_2024.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	trans-ancestry	not_encoded_rsid_only	Bradfield et al. Trans-ancestral genome-wide association study of longitudinal pubertal height growth and shared heritability with adult health outcomes	2024	10.1186/s13059-023-03136-z	Matched to a verified study family; remaining fields require verification
sitar_longitudinal_b_growth_timing_tempo_2024	Sitar Longitudinal B Growth Timing Tempo 2024	growth_obesity_development	sitar_longitudinal_B_growth_timing_tempo_2024_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/sitar_longitudinal_B_growth_timing_tempo_2024_cojo.txt	sitar_longitudinal_B_growth_timing_tempo_2024.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	trans-ancestry	not_encoded_rsid_only	Bradfield et al. Trans-ancestral genome-wide association study of longitudinal pubertal height growth and shared heritability with adult health outcomes	2024	10.1186/s13059-023-03136-z	Matched to a verified study family; remaining fields require verification
sitar_longitudinal_c_growth_intensity_velocity_2024	Sitar Longitudinal C Growth Intensity Velocity 2024	growth_obesity_development	sitar_longitudinal_C_growth_intensity_velocity_2024_cojo.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/sitar_longitudinal_C_growth_intensity_velocity_2024_cojo.txt	sitar_longitudinal_C_growth_intensity_velocity_2024.txt.gz	exact_filename_stem	yes	final_weight_available	provisional	trans-ancestry	not_encoded_rsid_only	Bradfield et al. Trans-ancestral genome-wide association study of longitudinal pubertal height growth and shared heritability with adult health outcomes	2024	10.1186/s13059-023-03136-z	Matched to a verified study family; remaining fields require verification
smkces_2022	Smoking Cessation	other	smkces_2022.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/smkces_2022.txt	smkces_2022.ma	exact_filename_stem	yes	final_weight_available	provisional	EUR	not_encoded_rsid_only	Saunders et al. 2022 (GSCAN)	2022	10.1038/s41586-022-05761-3	Imported from sumstats/sources.yaml; verify before release
smoking_2022	Smoking Initiation	substance_behavior	smoking_2022.txt	/expanse/projects/sebat1/a1sriniv/pgs_sumstats_organized/processed/txt_weights/smoking_2022.txt	smoking_2022.ma	exact_filename_stem	yes	final_weight_available	provisional	EUR	not_encoded_rsid_only	Saunders et al. 2022 (GSCAN)	2022	10.1038/s41586-022-05761-3	Imported from sumstats/sources.yaml; verify before release
